id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
HUWE1	1	0.0025132	0.000937	0.17868	54	1	-2.9542	0.99749	0.99906	1.0	18275	0	-2.9542
NAA25	1	0.002561	0.000937	0.17868	55	1	-2.4462	0.99744	0.99906	1.0	18274	0	-2.4462
PCGF3	1	0.0026089	0.000937	0.17868	56	1	-2.081	0.99739	0.99906	1.0	18273	0	-2.081
RBM4	1	0.0026568	0.000937	0.17868	57	1	-2.2875	0.99734	0.99906	1.0	18272	0	-2.2875
GADD45G	1	0.0027046	0.000937	0.17868	58	1	-1.682	0.9973	0.99906	1.0	18271	0	-1.682
TELO2	1	0.0027525	0.000937	0.17868	59	1	-3.433	0.99725	0.99906	1.0	18270	0	-3.433
GSTO1	1	0.0028004	0.000937	0.17868	60	1	-5.3549	0.9972	0.99906	1.0	18269	0	-5.3549
MARS	1	0.0028483	0.000937	0.17868	61	1	-3.5748	0.99715	0.99906	1.0	18268	0	-3.5748
CCNF	1	0.0028961	0.000937	0.17868	62	1	-1.1393	0.9971	0.99906	1.0	18267	0	-1.1393
LETM2	2	0.0029179	0.0027818	0.17868	63	1	-0.89275	0.56066	0.40598	0.833604	10318	1	-0.89275
AKT1	1	0.0029919	0.000937	0.17868	64	1	-1.4749	0.99701	0.99906	1.0	18266	0	-1.4749
LEO1	1	0.0030397	0.000937	0.17868	65	1	-2.8426	0.99696	0.99906	1.0	18265	0	-2.8426
SUMO2	1	0.0030876	0.000937	0.17868	66	1	-2.5251	0.99691	0.99906	1.0	18264	0	-2.5251
TBX1	1	0.0031355	0.000937	0.17868	67	1	-3.3236	0.99686	0.99906	1.0	18263	0	-3.3236
TADA2B	1	0.0031833	0.000937	0.17868	68	1	-1.6969	0.99682	0.99906	1.0	18262	0	-1.6969
CTDSPL2	1	0.0032312	0.000937	0.17868	69	1	-2.6174	0.99677	0.99906	1.0	18261	0	-2.6174
TAF4	1	0.0032791	0.000937	0.17868	70	1	-7.5593	0.99672	0.99906	1.0	18260	0	-7.5593
INSM1	1	0.003327	0.000937	0.17868	71	1	-1.9124	0.99667	0.99906	1.0	18259	0	-1.9124
IGF1R	2	0.0033744	0.0028882	0.17868	72	2	-1.1091	0.99663	0.99904	1.0	18258	0	-1.1091
SREK1IP1	1	0.0033748	0.000937	0.17868	73	1	-2.3277	0.99663	0.99906	1.0	18257	0	-2.3277
CEACAM16	2	0.0033967	0.0028882	0.17868	74	2	-0.9445	0.9966	0.99904	1.0	18256	0	-0.9445
ANKHD1-EIF4EBP3	1	0.0034227	0.000937	0.17868	75	1	-1.0755	0.99658	0.99906	1.0	18255	0	-1.0755
CLDND1	1	0.0034706	0.000937	0.17868	76	1	-1.827	0.99653	0.99906	1.0	18254	0	-1.827
FBXW7	3	0.0035539	0.0054958	0.239463	77	2	-0.57623	0.97169	0.96577	1.0	17769	0	-0.57623
LLGL1	1	0.0035663	0.000937	0.17868	78	1	-1.0356	0.99643	0.99906	1.0	18253	0	-1.0356
TTI1	1	0.0036142	0.000937	0.17868	79	1	-3.4246	0.99639	0.99906	1.0	18252	0	-3.4246
AACS	1	0.003662	0.000937	0.17868	80	1	-3.2934	0.99634	0.99906	1.0	18251	0	-3.2934
TOX4	1	0.0037099	0.000937	0.17868	81	1	-1.6853	0.99629	0.99906	1.0	18250	0	-1.6853
SLC25A53	1	0.0038056	0.0019445	0.17868	82	1	-1.4341	0.99619	0.99806	1.0	18249	0	-1.4341
THAP11	1	0.0038535	0.0019445	0.17868	83	1	-1.9674	0.99615	0.99806	1.0	18248	0	-1.9674
GTF2A2	1	0.0039493	0.0019445	0.17868	84	1	-1.5597	0.99605	0.99806	1.0	18247	0	-1.5597
BCL2L2-PABPN1	1	0.0039971	0.0019445	0.17868	85	1	-1.9865	0.996	0.99806	1.0	18246	0	-1.9865
FOXK1	1	0.004045	0.0019445	0.17868	86	1	-1.8634	0.99596	0.99806	1.0	18245	0	-1.8634
KHDRBS1	1	0.0040929	0.0019445	0.17868	87	1	-2.6213	0.99591	0.99806	1.0	18244	0	-2.6213
MYCBP2	1	0.0041407	0.0019445	0.17868	88	1	-1.6191	0.99586	0.99806	1.0	18243	0	-1.6191
NAA20	1	0.0042365	0.0019445	0.17868	89	1	-2.0472	0.99576	0.99806	1.0	18242	0	-2.0472
ZIK1	1	0.0042843	0.0019445	0.17868	90	1	-1.3543	0.99572	0.99806	1.0	18241	0	-1.3543
MAST4	1	0.0043322	0.0019445	0.17868	91	1	-1.3466	0.99567	0.99806	1.0	18240	0	-1.3466
PDCD5	1	0.0043801	0.0019445	0.17868	92	1	-1.1951	0.99562	0.99806	1.0	18239	0	-1.1951
SLC28A1	2	0.0043925	0.0031411	0.17868	93	2	-0.64834	0.99561	0.99878	1.0	18238	0	-0.64834
C11orf35	1	0.004428	0.0019445	0.17868	94	1	-0.99175	0.99557	0.99806	1.0	18237	0	-0.99175
PHOX2A	1	0.0045237	0.0019445	0.17868	95	1	-2.0197	0.99548	0.99806	1.0	18236	0	-2.0197
NSD1	1	0.0045716	0.0019445	0.17868	96	1	-2.0207	0.99543	0.99806	1.0	18235	0	-2.0207
TMEM50A	1	0.0046194	0.0019445	0.17868	97	1	-1.295	0.99538	0.99806	1.0	18234	0	-1.295
MAP2K6	1	0.0046673	0.0019445	0.17868	98	1	-1.4272	0.99533	0.99806	1.0	18233	0	-1.4272
FAM20C	1	0.0047152	0.0019445	0.17868	99	1	-1.748	0.99528	0.99806	1.0	18232	0	-1.748
RASAL2	1	0.004763	0.0019445	0.17868	100	1	-3.0526	0.99524	0.99806	1.0	18231	0	-3.0526
LRRK2	1	0.0048109	0.0019445	0.17868	101	1	-1.3082	0.99519	0.99806	1.0	18230	0	-1.3082
VPS45	1	0.0048588	0.0019445	0.17868	102	1	-1.8576	0.99514	0.99806	1.0	18229	0	-1.8576
ABCB6	1	0.0049067	0.0019445	0.17868	103	1	-1.5902	0.99509	0.99806	1.0	18228	0	-1.5902
TRIM33	1	0.0049545	0.0019445	0.17868	104	1	-1.6345	0.99505	0.99806	1.0	18227	0	-1.6345
ZNF560	1	0.0050024	0.0019445	0.17868	105	1	-2.9232	0.995	0.99806	1.0	18226	0	-2.9232
PPP2CB	1	0.0050503	0.0019445	0.17868	106	1	-1.2048	0.99495	0.99806	1.0	18225	0	-1.2048
YWHAQ	1	0.0050981	0.0019445	0.17868	107	1	-1.83	0.9949	0.99806	1.0	18224	0	-1.83
CIC	1	0.005146	0.0019445	0.17868	108	1	-0.92126	0.99485	0.99806	1.0	18223	0	-0.92126
NLRP3	1	0.0051939	0.0019445	0.17868	109	1	-1.3604	0.99481	0.99806	1.0	18222	0	-1.3604
UBIAD1	1	0.0052896	0.0019445	0.17868	110	1	-1.7693	0.99471	0.99806	1.0	18221	0	-1.7693
CLDN8	1	0.0053375	0.0019445	0.17868	111	1	-4.2737	0.99466	0.99806	1.0	18220	0	-4.2737
DLL1	1	0.0053854	0.0019445	0.17868	112	1	-2.8452	0.99461	0.99806	1.0	18219	0	-2.8452
ZBTB18	1	0.0054332	0.0019445	0.17868	113	1	-2.0931	0.99457	0.99806	1.0	18218	0	-2.0931
RPRD2	1	0.0054811	0.0019445	0.17868	114	1	-3.8893	0.99452	0.99806	1.0	18217	0	-3.8893
SENP5	1	0.005529	0.0019445	0.17868	115	1	-1.6567	0.99447	0.99806	1.0	18216	0	-1.6567
NFE4	1	0.0055768	0.0019445	0.17868	116	1	-4.2942	0.99442	0.99806	1.0	18215	0	-4.2942
AMBRA1	1	0.0056247	0.0019445	0.17868	117	1	-1.8597	0.99438	0.99806	1.0	18214	0	-1.8597
ACSM5	1	0.0056726	0.0019445	0.17868	118	1	-1.5852	0.99433	0.99806	1.0	18213	0	-1.5852
OSR1	1	0.0057204	0.0019445	0.17868	119	1	-2.1739	0.99428	0.99806	1.0	18212	0	-2.1739
C1QTNF9B-AS1	1	0.0057683	0.0019445	0.17868	120	1	-1.3176	0.99423	0.99806	1.0	18211	0	-1.3176
DBI	2	0.0057823	0.0039735	0.183007	121	2	-0.71378	0.99422	0.99793	1.0	18210	0	-0.71378
DTX1	1	0.0058162	0.0019445	0.17868	122	1	-1.0377	0.99418	0.99806	1.0	18209	0	-1.0377
KDELC2	1	0.005864	0.0019445	0.17868	123	1	-2.9835	0.99414	0.99806	1.0	18208	0	-2.9835
SPTBN4	2	0.0058793	0.0039741	0.183007	124	1	-1.3192	0.85237	0.81038	1.0	15537	0	-1.3192
RICTOR	1	0.0059119	0.0019445	0.17868	125	1	-1.6705	0.99409	0.99806	1.0	18207	0	-1.6705
PDK2	1	0.0059598	0.0019445	0.17868	126	1	-1.5007	0.99404	0.99806	1.0	18206	0	-1.5007
CUEDC1	1	0.0060077	0.0019445	0.17868	127	1	-2.313	0.99399	0.99806	1.0	18205	0	-2.313
FBXW4	1	0.0060555	0.0019445	0.17868	128	1	-2.4252	0.99394	0.99806	1.0	18204	0	-2.4252
PDZRN3	1	0.0061034	0.001945	0.17868	129	1	-1.6773	0.9939	0.99805	1.0	18203	0	-1.6773
CYP2S1	1	0.0061513	0.001945	0.17868	130	1	-1.1103	0.99385	0.99805	1.0	18202	0	-1.1103
DDC	1	0.0061991	0.001945	0.17868	131	1	-1.299	0.9938	0.99805	1.0	18201	0	-1.299
BICD1	1	0.006247	0.001945	0.17868	132	1	-1.1284	0.99375	0.99805	1.0	18200	0	-1.1284
FAM35A	1	0.0062949	0.001945	0.17868	133	1	-0.97313	0.99371	0.99805	1.0	18199	0	-0.97313
TMEM127	1	0.0063427	0.001945	0.17868	134	1	-1.2201	0.99366	0.99805	1.0	18198	0	-1.2201
NF2	1	0.0063906	0.001945	0.17868	135	1	-1.023	0.99361	0.99805	1.0	18197	0	-1.023
PUM1	1	0.0064385	0.001945	0.17868	136	1	-1.7887	0.99356	0.99805	1.0	18196	0	-1.7887
ZC3H18	1	0.0064864	0.001945	0.17868	137	1	-3.5134	0.99351	0.99805	1.0	18195	0	-3.5134
C10orf32	1	0.0065342	0.001945	0.17868	138	1	-2.8938	0.99347	0.99805	1.0	18194	0	-2.8938
BARHL1	1	0.0065821	0.001945	0.17868	139	1	-1.9346	0.99342	0.99805	1.0	18193	0	-1.9346
DENND6B	1	0.00663	0.001945	0.17868	140	1	-2.0633	0.99337	0.99805	1.0	18192	0	-2.0633
TGFBR2	1	0.0066778	0.001945	0.17868	141	1	-1.0114	0.99332	0.99805	1.0	18191	0	-1.0114
MAP3K4	1	0.0067257	0.001945	0.17868	142	1	-2.0395	0.99327	0.99805	1.0	18190	0	-2.0395
HEXDC	1	0.0067736	0.001945	0.17868	143	1	-1.3221	0.99323	0.99805	1.0	18189	0	-1.3221
RASEF	1	0.0068693	0.001945	0.17868	144	1	-1.8849	0.99313	0.99805	1.0	18188	0	-1.8849
AREL1	1	0.0069172	0.001945	0.17868	145	1	-1.3799	0.99308	0.99805	1.0	18187	0	-1.3799
OCM2	1	0.0069651	0.001945	0.17868	146	1	-1.7476	0.99303	0.99805	1.0	18186	0	-1.7476
ITPKB	1	0.0070129	0.001945	0.17868	147	1	-1.83	0.99299	0.99805	1.0	18185	0	-1.83
NECAB3	2	0.0070245	0.0047595	0.215353	148	1	-0.37076	0.79694	0.733	0.983846	14494	0	-0.37076
PFDN5	1	0.0071087	0.001945	0.17868	149	1	-3.0224	0.99289	0.99805	1.0	18184	0	-3.0224
SPATA21	1	0.0071565	0.001945	0.17868	150	1	-1.2953	0.99284	0.99805	1.0	18183	0	-1.2953
SAFB	1	0.0072044	0.001945	0.17868	151	1	-1.9546	0.9928	0.99805	1.0	18182	0	-1.9546
PRDM14	1	0.0072523	0.001945	0.17868	152	1	-1.5745	0.99275	0.99805	1.0	18181	0	-1.5745
APOM	1	0.0073001	0.001945	0.17868	153	1	-1.3292	0.9927	0.99805	1.0	18180	0	-1.3292
NEIL1	1	0.0073959	0.001945	0.17868	154	1	-1.7581	0.9926	0.99805	1.0	18179	0	-1.7581
RIN3	1	0.0074438	0.001945	0.17868	155	1	-1.4037	0.99256	0.99805	1.0	18178	0	-1.4037
PAPSS2	1	0.0074916	0.001945	0.17868	156	1	-1.2518	0.99251	0.99805	1.0	18177	0	-1.2518
CDKN2AIP	1	0.0076352	0.001945	0.17868	157	1	-2.647	0.99236	0.99805	1.0	18176	0	-2.647
SIRT7	1	0.0076831	0.001945	0.17868	158	1	-3.8516	0.99232	0.99805	1.0	18175	0	-3.8516
LPL	1	0.007731	0.001945	0.17868	159	1	-1.2496	0.99227	0.99805	1.0	18174	0	-1.2496
H2AFB1	1	0.0077788	0.001945	0.17868	160	1	-1.2195	0.99222	0.99805	1.0	18173	0	-1.2195
SNAP29	1	0.0078267	0.001945	0.17868	161	1	-0.98948	0.99217	0.99805	1.0	18172	0	-0.98948
STRBP	1	0.0079225	0.001945	0.17868	162	1	-0.53153	0.99208	0.99805	1.0	18171	0	-0.53153
MED13L	1	0.0079703	0.001945	0.17868	163	1	-1.1932	0.99203	0.99805	1.0	18170	0	-1.1932
AMMECR1	1	0.0080182	0.001945	0.17868	164	1	-2.3736	0.99198	0.99805	1.0	18169	0	-2.3736
PGD	1	0.0080661	0.001945	0.17868	165	1	-1.253	0.99193	0.99805	1.0	18168	0	-1.253
ETV3L	1	0.0082097	0.001945	0.17868	166	1	-1.4839	0.99179	0.99805	1.0	18167	0	-1.4839
PWWP2A	1	0.0082575	0.001945	0.17868	167	1	-1.2295	0.99174	0.99805	1.0	18166	0	-1.2295
KIAA0247	1	0.0083054	0.001945	0.17868	168	1	-1.2936	0.99169	0.99805	1.0	18165	0	-1.2936
PEX19	1	0.0083533	0.001945	0.17868	169	1	-1.4515	0.99165	0.99805	1.0	18164	0	-1.4515
MED15	2	0.0083597	0.0073682	0.260178	170	1	-1.0259	0.41165	0.26153	0.688425	7687	1	-1.0259
DBR1	1	0.008449	0.002871	0.17868	171	1	-4.7199	0.99155	0.99713	1.0	18163	0	-4.7199
C15orf56	1	0.0084969	0.002871	0.17868	172	1	-1.4644	0.9915	0.99713	1.0	18162	0	-1.4644
HKDC1	1	0.0085926	0.002871	0.17868	173	1	-1.3471	0.99141	0.99713	1.0	18161	0	-1.3471
LTBP2	1	0.0086405	0.002871	0.17868	174	1	-1.5644	0.99136	0.99713	1.0	18160	0	-1.5644
SPTY2D1	1	0.0086884	0.002871	0.17868	175	1	-1.0173	0.99131	0.99713	1.0	18159	0	-1.0173
WWOX	1	0.0087362	0.002871	0.17868	176	1	-1.2956	0.99126	0.99713	1.0	18158	0	-1.2956
SLITRK2	1	0.0087841	0.002871	0.17868	177	1	-0.73514	0.99122	0.99713	1.0	18157	0	-0.73514
TRAF4	1	0.0088798	0.002871	0.17868	178	1	-0.74732	0.99112	0.99713	1.0	18156	0	-0.74732
CAPZA1	1	0.0089277	0.002871	0.17868	179	1	-1.6346	0.99107	0.99713	1.0	18155	0	-1.6346
PLXDC1	2	0.0089316	0.0073688	0.260178	180	2	-1.3151	0.92789	0.92071	1.0	16918	0	-1.3151
ETS1	1	0.0089756	0.002871	0.17868	181	1	-0.90836	0.99102	0.99713	1.0	18154	0	-0.90836
OCA2	1	0.0090713	0.002871	0.17868	182	1	-1.1842	0.99093	0.99713	1.0	18153	0	-1.1842
MTCH1	1	0.0091192	0.002871	0.17868	183	1	-1.003	0.99088	0.99713	1.0	18152	0	-1.003
IRS2	1	0.0091671	0.002871	0.17868	184	1	-1.9872	0.99083	0.99713	1.0	18151	0	-1.9872
BOLA3	1	0.0092149	0.0028715	0.17868	185	1	-1.3012	0.99079	0.99713	1.0	18150	0	-1.3012
SHMT1	1	0.0092628	0.0028715	0.17868	186	1	-0.91498	0.99074	0.99713	1.0	18149	0	-0.91498
DPY19L4	1	0.0093107	0.0028715	0.17868	187	1	-0.9133	0.99069	0.99713	1.0	18148	0	-0.9133
PAN2	1	0.0093585	0.0028715	0.17868	188	1	-1.3573	0.99064	0.99713	1.0	18147	0	-1.3573
DHX9	1	0.0094064	0.0028715	0.17868	189	1	-2.275	0.99059	0.99713	1.0	18146	0	-2.275
EIF5AL1	1	0.0094543	0.0028715	0.17868	190	1	-2.5887	0.99055	0.99713	1.0	18145	0	-2.5887
SRSF5	1	0.0095022	0.0028715	0.17868	191	1	-1.3961	0.9905	0.99713	1.0	18144	0	-1.3961
RNF166	2	0.009513	0.0076929	0.260178	192	2	-1.1871	0.99049	0.99599	1.0	18143	0	-1.1871
RNH1	1	0.00955	0.0028715	0.17868	193	1	-1.1581	0.99045	0.99713	1.0	18142	0	-1.1581
MAPKAPK2	1	0.0095979	0.0028715	0.17868	194	1	-1.3137	0.9904	0.99713	1.0	18141	0	-1.3137
SUMF2	2	0.0096442	0.0078285	0.262784	195	2	-0.6073	0.99036	0.99585	1.0	18140	0	-0.6073
C7orf33	1	0.0096458	0.0028715	0.17868	196	1	-1.2115	0.99035	0.99713	1.0	18139	0	-1.2115
SLC12A7	1	0.0097894	0.0028715	0.17868	197	1	-1.3817	0.99021	0.99713	1.0	18138	0	-1.3817
FUNDC1	1	0.0098372	0.0028715	0.17868	198	1	-0.94421	0.99016	0.99713	1.0	18137	0	-0.94421
ATHL1	1	0.0098851	0.0028715	0.17868	199	1	-0.74556	0.99011	0.99713	1.0	18136	0	-0.74556
VEZT	1	0.009933	0.0028715	0.17868	200	1	-2.0987	0.99007	0.99713	1.0	18135	0	-2.0987
RBL1	1	0.010029	0.0038601	0.17868	201	1	-1.5444	0.98997	0.99614	1.0	18134	0	-1.5444
BRD9	1	0.010077	0.0038601	0.17868	202	1	-3.3425	0.98992	0.99614	1.0	18133	0	-3.3425
MEF2BNB	1	0.010124	0.0038601	0.17868	203	1	-1.4472	0.98988	0.99614	1.0	18132	0	-1.4472
ZHX3	1	0.010172	0.0038601	0.17868	204	1	-0.91247	0.98983	0.99614	1.0	18131	0	-0.91247
RAD54L	1	0.01022	0.0038601	0.17868	205	1	-1.065	0.98978	0.99614	1.0	18130	0	-1.065
RALY	1	0.010268	0.0038601	0.17868	206	1	-0.97319	0.98973	0.99614	1.0	18129	0	-0.97319
GHRHR	2	0.010275	0.0083309	0.278628	207	2	-0.45235	0.98973	0.99533	1.0	18128	0	-0.45235
CD33	1	0.010316	0.0038601	0.17868	208	1	-1.245	0.98968	0.99614	1.0	18127	0	-1.245
CDAN1	1	0.010364	0.0038601	0.17868	209	1	-2.1994	0.98964	0.99614	1.0	18126	0	-2.1994
TESK2	1	0.010412	0.0038601	0.17868	210	1	-1.2843	0.98959	0.99614	1.0	18125	0	-1.2843
NFKBIZ	2	0.010456	0.0083309	0.278628	211	1	-0.48755	0.65795	0.52852	0.887922	12013	0	-0.48755
TMEM50B	1	0.01046	0.0038601	0.17868	212	1	-1.0994	0.98954	0.99614	1.0	18124	0	-1.0994
CYP46A1	1	0.010507	0.0038601	0.17868	213	1	-1.9065	0.98949	0.99614	1.0	18123	0	-1.9065
TBC1D19	1	0.010555	0.0038601	0.17868	214	1	-0.98145	0.98944	0.99614	1.0	18122	0	-0.98145
NEK2	1	0.010603	0.0038601	0.17868	215	1	-1.3764	0.9894	0.99614	1.0	18121	0	-1.3764
CTSB	1	0.010651	0.0038601	0.17868	216	1	-0.85756	0.98935	0.99614	1.0	18120	0	-0.85756
FAM193B	1	0.010699	0.0038601	0.17868	217	1	-1.0436	0.9893	0.99614	1.0	18119	0	-1.0436
FJX1	1	0.010747	0.0038601	0.17868	218	1	-0.70703	0.98925	0.99614	1.0	18118	0	-0.70703
CUBN	1	0.010795	0.0038601	0.17868	219	1	-4.1883	0.98921	0.99614	1.0	18117	0	-4.1883
SLC50A1	1	0.010843	0.0038601	0.17868	220	1	-1.2748	0.98916	0.99614	1.0	18116	0	-1.2748
SLC39A5	1	0.01089	0.0038601	0.17868	221	1	-1.4297	0.98911	0.99614	1.0	18115	0	-1.4297
ATP1B2	1	0.010938	0.0038601	0.17868	222	1	-0.87347	0.98906	0.99614	1.0	18114	0	-0.87347
RRBP1	1	0.010986	0.0038601	0.17868	223	1	-1.0241	0.98901	0.99614	1.0	18113	0	-1.0241
LOC100129083	1	0.011034	0.0038601	0.17868	224	1	-1.2618	0.98897	0.99614	1.0	18112	0	-1.2618
NME1-NME2	1	0.011082	0.0038601	0.17868	225	1	-1.4613	0.98892	0.99614	1.0	18111	0	-1.4613
TNFSF12	1	0.01113	0.0038601	0.17868	226	1	-1.2624	0.98887	0.99614	1.0	18110	0	-1.2624
ADO	1	0.011178	0.0038601	0.17868	227	1	-1.4372	0.98882	0.99614	1.0	18109	0	-1.4372
LYSMD2	1	0.011225	0.0038601	0.17868	228	1	-1.9491	0.98877	0.99614	1.0	18108	0	-1.9491
TBC1D3F	1	0.011273	0.0038601	0.17868	229	1	-0.94998	0.98873	0.99614	1.0	18107	0	-0.94998
GNB1L	1	0.011321	0.0038601	0.17868	230	1	-1.947	0.98868	0.99614	1.0	18106	0	-1.947
C12orf71	1	0.011369	0.0038601	0.17868	231	1	-1.3069	0.98863	0.99614	1.0	18105	0	-1.3069
COPS7B	2	0.01138	0.0094167	0.309406	232	2	-0.84978	0.98862	0.9942	1.0	18104	0	-0.84978
