sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
GTPBP4_-_1034422.23-P1P2|GTPBP4_+_1034604.23-P1P2	GTPBP4	3.7604/0/0	337.18/0/364.7	0.78221	337.18	7.568	7.0703	80.339	37.531	1	2.6551e-308	5.3103e-308	1.0301e-304	True
RPP38_+_15139555.23-P1P2|RPP38_+_15139358.23-P1P2	RPP38	313.99/5.4754/7.6208	982.32/697.22/1384	7.6208	982.32	6.8337	46934	782.72	34.839	1	5.1214e-266	1.0243e-265	1.8214e-262	True
LEPROTL1_+_29953187.23-P1P2|LEPROTL1_+_29952990.23-P1P2	LEPROTL1	74.268/19.555/298.3	2310.2/3051.8/3175.2	74.268	3051.8	5.342	26592	7627.9	34.093	1	5.9244e-255	1.1849e-254	1.9449e-251	True
HEATR5B_-_37311427.23-P1P2|HEATR5B_-_37311277.23-P1P2	HEATR5B	188.96/10.951/6.5321	932.21/1148.2/1352.6	10.951	1148.2	6.5873	15853	1124.7	33.909	1	3.9294e-252	7.8588e-252	1.1978e-248	True
FAM203A_-_145192776.23-ENST00000347708.4|FAM203A_+_145193123.23-ENST00000347708.4	FAM203A	517.06/876.85/654.3	9780.4/9318.5/7564.6	654.3	9318.5	3.83	34183	67202	33.422	1	3.2536e-245	6.5072e-245	9.2572e-242	True
PSMB1_+_170862351.23-P1P2|PSMB1_+_170862342.23-P1P2	PSMB1	1.8802/0.78221/3.2661	455.14/743.63/4.6165	1.8802	455.14	7.3072	1.5631	193.11	32.617	1	2.1078e-233	4.2156e-233	5.6223e-230	True
COG3_+_46039129.23-P1P2|COG3_-_46039318.23-P1P2	COG3	5.6406/17.991/304.83	1527.2/1389.7/1336	17.991	1389.7	6.1944	41216	1847.8	31.91	1	1.4484e-223	2.8968e-223	3.6362e-220	True
FBXO5_-_153304123.23-P1P2|FBXO5_-_153304140.23-P1P2	FBXO5	200.24/7.0399/3.2661	141.97/857.85/930.69	7.0399	857.85	6.7391	18671	723.05	31.641	1	8.4201e-220	1.684e-219	1.9964e-216	True
ZNF143_+_9483027.23-P1P2|ZNF143_-_9482591.23-P1P2	ZNF143	123.15/1.5644/11.976	1108.6/1409.9/1050.7	11.976	1108.6	6.4181	6234.4	1230	31.269	1	9.5821e-215	1.9164e-214	2.1523e-211	True
PI4KB_-_151299873.23-P1P2|PI4KB_-_151299840.23-P1P2	PI4KB	85.549/0/3.2661	687.94/563.97/144.03	3.2661	563.97	7.0491	3390.6	335.45	30.614	1	7.0462e-206	1.4092e-205	1.5036e-202	True
HSD17B12_+_43702292.23-P1P2|HSD17B12_+_43702297.23-P1P2	HSD17B12	10.341/9.3865/267.82	1006.3/713.88/1125.5	10.341	1006.3	6.4728	33148	1062.1	30.561	1	3.2269e-205	6.4539e-205	6.558e-202	True
SMARCB1_+_24129228.23-P1|SMARCB1_-_24129238.23-P1	SMARCB1	106.23/10.169/51.168	2617.1/2235.6/2208.5	51.168	2235.6	5.422	2356.5	5255.4	30.133	1	1.1776e-199	2.3551e-199	2.2843e-196	True
PNMAL2_-_46999086.23-P1P2|PNMAL2_+_46999093.23-P1P2	PNMAL2	0/10.169/1.0887	6.2635/317.68/414.56	1.0887	317.68	7.2534	41.816	111.82	29.939	1	5.6127e-197	1.1225e-196	1.0415e-193	True
MAGEE1_+_75648420.23-P1P2|MAGEE1_-_75648315.23-P1P2	MAGEE1	13.161/10.951/133.91	1003.2/1437.3/1099.6	13.161	1099.6	6.2802	7292.4	1351.8	29.551	1	4.984e-192	9.9679e-192	8.8627e-189	True
SMC3_-_112327541.23-P1P2|SMC3_+_112327512.23-P1P2	SMC3	1.8802/0.78221/2.1774	428/409.29/284.38	1.8802	409.29	7.1543	0.64695	193.11	29.318	1	5.5793e-189	1.1159e-188	9.5245e-186	True
AGPAT6_+_41435781.23-P1P2|AGPAT6_-_41435749.23-P1P2	AGPAT6	0.9401/0.78221/4.3548	141.97/841.19/288.07	0.9401	288.07	7.2191	5.8424	96.556	29.221	1	9.8757e-188	1.9751e-187	1.6211e-184	True
E4F1_-_2273644.23-P1P2|E4F1_-_2273621.23-P1P2	E4F1	0/0/20.685	5.2195/285.55/262.22	0.78221	262.22	7.2064	213.94	80.339	29.168	1	4.6706e-187	9.3412e-187	7.3827e-184	True
PPIL1_+_36842544.23-P1P2|PPIL1_-_36842357.23-P1P2	PPIL1	0/0.78221/0	259.93/527.08/216.05	0.78221	259.93	7.1939	0.30592	80.339	28.913	1	7.6991e-184	1.5398e-183	1.1735e-180	True
RASL10B_+_34058714.23-P1P2|RASL10B_-_34058722.23-P1P2	RASL10B	692.85/688.34/584.63	8806.4/8264.4/5347.7	688.34	8264.4	3.5838	5388.7	70698	28.493	1	7.2039e-179	1.4408e-178	1.0602e-175	True
CLASRP_-_45542349.23-P1P2|CLASRP_-_45542376.23-P1P2	CLASRP	2589/1738.1/1692.9	12979/14874/13739	1738.1	13739	2.982	3.631e+05	1.7851e+05	28.403	1	9.1933e-178	1.8387e-177	1.3078e-174	True
LAGE3_+_153707117.23-P1P2|LAGE3_+_153706791.23-P1P2	LAGE3	4.7005/251.87/6.5321	738.04/538.98/854.97	6.5321	738.04	6.6165	30097	670.9	28.242	1	1.498e-175	2.9959e-175	2.0623e-172	True
WDR1_-_10117920.23-P1P2|WDR1_+_10118295.23-P1P2	WDR1	192.72/1.5644/3.2661	602.34/519.94/212.36	3.2661	519.94	6.9321	17948	335.45	28.21	1	3.8508e-175	7.7017e-175	5.1358e-172	True
COG7_-_23464316.23-P1P2|COG7_+_23464267.23-P1P2	COG7	3.7604/0/1.0887	86.644/347.42/299.15	1.0887	299.15	7.1669	4.1617	111.82	28.187	1	7.7776e-175	1.5555e-174	1.0059e-171	True
NHP2L1_-_42084601.23-P1P2|NHP2L1_+_42084750.23-P1P2	NHP2L1	266.05/1.5644/1.0887	434.27/345.04/358.24	1.5644	358.24	7.1302	34976	160.68	28.138	1	3.0442e-174	6.0884e-174	3.8212e-171	True
ATP6V0A1_-_40610927.23-P1P2|ATP6V0A1_+_40610918.23-P1P2	ATP6V0A1	234.09/14.862/23.951	1398.8/1663.3/863.28	23.951	1398.8	5.81	22119	2460	27.721	1	2.8789e-169	5.7578e-169	3.5104e-166	True
KAT8_-_31129050.23-P1|KAT8_-_31129029.23-P1	KAT8	0.9401/181.47/0	6.2635/418.81/273.3	0.9401	273.3	7.1435	16296	96.556	27.717	1	4.0295e-169	8.059e-169	4.777e-166	True
SAP130_+_128785641.23-P1P2|SAP130_+_128785612.23-P1P2	SAP130	3.7604/136.1/2.1774	263.06/534.22/641.69	3.7604	534.22	6.8129	8758.7	386.22	26.992	1	1.5963e-160	3.1927e-160	1.8413e-157	True
RRM1_+_4116464.23-P1P2|RRM1_+_4116116.23-P1P2	RRM1	194.6/4.6932/5.4434	1001.1/502.1/639.85	5.4434	639.85	6.636	17891	559.08	26.83	1	1.2096e-158	2.4192e-158	1.3585e-155	True
PGPEP1_+_18451834.23-P1P2|PGPEP1_-_18451728.23-P1P2	PGPEP1	149.48/0.78221/0	239.06/261.76/204.97	0.78221	239.06	7.0736	11055	80.339	26.584	1	9.8456e-156	1.9691e-155	1.0774e-152	True
PRC1_+_91537740.23-P1P2|PRC1_+_91537748.23-P1P2	PRC1	141.02/0/0	231.75/10.708/505.04	0.78221	231.75	7.029	9942.6	80.339	25.768	1	1.8823e-146	3.7646e-146	2.0083e-143	True
UBA1_-_47053260.23-P1|UBA1_-_47053257.23-P1	UBA1	1089.6/1742.8/905.79	9656.2/11225/8407.6	1089.6	9656.2	3.1465	2.3021e+05	1.1191e+05	25.608	1	6.2045e-145	1.2409e-144	6.4584e-142	True
SLC7A4_-_21386412.23-P1P2|SLC7A4_+_21386834.23-P1P2	SLC7A4	138.19/30.506/6.5321	2265.3/1245.7/1461.6	30.506	1461.6	5.5367	6085.8	3133.2	25.566	1	2.557e-144	5.114e-144	2.5983e-141	True
DDX6_+_118661671.23-P1P2|DDX6_+_118661800.23-P1P2	DDX6	80.849/13.298/179.63	2369.7/3528.9/2004.5	80.849	2369.7	4.8562	7160.8	8303.8	25.117	1	1.9764e-139	3.9529e-139	1.9616e-136	True
RBM25_+_73525283.23-P1P2|RBM25_-_73525471.23-P1P2	RBM25	0/0/255.84	225.48/1.1898/436.72	0.78221	225.48	6.9896	32728	80.339	25.069	1	1.0018e-138	2.0037e-138	9.7175e-136	True
TGFBR1_-_101867774.23-P1P2|TGFBR1_-_101867493.23-P1P2	TGFBR1	74.268/0.78221/1.0887	316.3/205.84/265.91	1.0887	265.91	6.9976	2677.7	111.82	25.044	1	1.8868e-138	3.7735e-138	1.7894e-135	True
PSMD3_+_38137095.23-P1P2|PSMD3_-_38137147.23-P1P2	PSMD3	50.765/0/1.0887	15.659/358.13/264.99	1.0887	264.99	6.9926	1234.5	111.82	24.956	1	1.6798e-137	3.3595e-137	1.5584e-134	True
UTP18_-_49338383.23-P1P2|UTP18_-_49337959.23-P1P2	UTP18	0/1.5644/1.0887	289.16/262.95/4.6165	1.0887	262.95	6.9815	0.70578	111.82	24.763	1	2.0533e-135	4.1065e-135	1.8644e-132	True
RNASE4_-_21152854.23-P1P2|RNASE4_+_21152724.23-P1P2	RNASE4	187.08/318.36/519.3	6111/4298.7/4719.9	318.36	4719.9	3.8858	28807	32698	24.341	1	3.7199e-131	7.4397e-131	3.3074e-128	True
RPS19_-_42364369.23-P1P2|RPS19_+_42364314.23-P1P2	RPS19	0/1.5644/0	245.32/217.73/193.89	0.78221	217.73	6.9394	1.2237	80.339	24.205	1	1.8558e-129	3.7116e-129	1.6164e-126	True
UTP3_+_71554274.23-P1P2|UTP3_-_71554284.23-P1P2	UTP3	1.8802/157.22/1.0887	329.88/366.46/83.097	1.8802	329.88	6.844	12066	193.11	23.603	1	3.2571e-123	6.5142e-123	2.7319e-120	True
BAD_+_64052108.23-P1P2|BAD_+_64052144.23-P1P2	BAD	1401.7/1217.9/1483.9	10759/10348/7727.1	1401.7	10348	2.8832	20268	1.4396e+05	23.578	1	3.2646e-123	6.5292e-123	2.7319e-120	True
BUB1B_-_40453297.23-P1P2|BUB1B_-_40453273.23-P1P2	BUB1B	3.7604/0/106.69	21.922/686.51/463.5	3.7604	463.5	6.6084	5304.5	386.22	23.393	1	4.3526e-121	8.7053e-121	3.5723e-118	True
GON4L_-_155826980.23-P1|GON4L_+_155826818.23-P1	GON4L	0.9401/128.28/0	225.48/410.48/17.543	0.9401	225.48	6.8671	8108.4	96.556	22.851	1	1.3146e-115	2.6293e-115	1.0586e-112	True
POLA1_-_24712081.23-P1P2|POLA1_-_24712065.23-P1P2	POLA1	0/1.5644/0	204.61/8.3286/281.61	0.78221	204.61	6.8501	1.2237	80.339	22.74	1	1.6804e-114	3.3608e-114	1.3281e-111	True
ZNF784_+_56135894.23-P1P2|ZNF784_-_56135887.23-P1P2	ZNF784	0/248.74/15.242	1008.4/425.95/913.14	15.242	913.14	5.8146	27377	1565.4	22.694	1	3.9506e-114	7.9012e-114	3.0655e-111	True
COG8_+_69373427.23-P1P2|COG8_-_69373434.23-P1P2	COG8	3.7604/3.1288/188.34	448.88/228.44/551.21	3.7604	448.88	6.5623	17036	386.22	22.65	1	1.225e-113	2.45e-113	9.3357e-111	True
C14orf2_+_104387850.23-P1P2|C14orf2_-_104387824.23-P1P2	C14orf2	136.31/0/0	203.56/241.53/58.168	0.78221	203.56	6.8427	9290.8	80.339	22.624	1	2.3708e-113	4.7416e-113	1.7445e-110	True
BCCIP_-_127512165.23-P1P2|BCCIP_+_127512151.23-P1P2	BCCIP	1.8802/5.4754/16.33	959.35/456.88/541.98	5.4754	541.98	6.3898	65.377	562.37	22.623	1	2.1532e-113	4.3064e-113	1.6122e-110	True
PRDM8_+_81105153.23-P2|PRDM8_+_81104954.23-P2	PRDM8	0/0/3.2661	197.3/202.27/255.75	0.78221	202.27	6.8336	5.3336	80.339	22.479	1	6.2226e-112	1.2445e-111	4.5012e-109	True
MCM6_+_136633947.23-P1P2|MCM6_+_136633964.23-P1P2	MCM6	0/0/5.4434	227.57/186.8/199.43	0.78221	199.43	6.8133	14.816	80.339	22.163	1	7.3207e-109	1.4641e-108	5.2072e-106	True
SMARCE1_-_38804030.23-P1P2|SMARCE1_+_38803858.23-P1P2	SMARCE1	0/0.78221/3.2661	445.75/197.51/84.02	0.78221	197.51	6.7994	3.3907	80.339	21.948	1	8.4474e-107	1.6895e-106	5.9101e-104	True
TANGO6_-_68877660.23-P1P2|TANGO6_-_68877504.23-P1P2	TANGO6	0/89.172/1.0887	2.0878/468.78/232.67	1.0887	232.67	6.8057	3879.9	111.82	21.9	1	2.3787e-106	4.7574e-106	1.6374e-103	True
RASGRP1_-_38856983.23-P1|RASGRP1_+_38856956.23-P1	RASGRP1	0.9401/0/3.2661	216.09/0/256.68	0.9401	216.09	6.806	3.147	96.556	21.895	1	2.6769e-106	5.3538e-106	1.8134e-103	True
KCNC1_-_17758159.23-P2|KCNC1_+_17757725.23-P2	KCNC1	150.42/0/4.3548	462.45/505.67/297.3	4.3548	462.45	6.4355	10676	447.27	21.661	1	4.1369e-104	8.2737e-104	2.7586e-101	True
WRB_-_40752309.23-P1P2|WRB_+_40752275.23-P1P2	WRB	269.81/949.6/160.04	3437.6/3865.7/4197.3	269.81	3865.7	3.8357	2.3708e+05	27711	21.601	1	9.2933e-104	1.8587e-103	6.1019e-101	True
SF3A3_-_38455652.23-P1P2|SF3A3_-_38455462.23-P1P2	SF3A3	66.747/1.5644/1.0887	2.0878/274.84/583.52	1.5644	274.84	6.7491	2124.5	160.68	21.559	1	3.965e-103	7.93e-103	2.5639e-100	True
ZER1_+_131534142.23-P1P2|ZER1_-_131534162.23-P1P2	ZER1	1007.8/538.94/1118.1	7930.6/8429.7/6309.8	1007.8	7930.6	2.975	1.1599e+05	1.0351e+05	21.518	1	5.326e-103	1.0652e-102	3.3926e-100	True
PSMD4_-_151227239.23-P1P2|PSMD4_-_151227243.23-P1P2	PSMD4	0/0/4.3548	192.08/417.62/8.3097	0.78221	192.08	6.7594	9.482	80.339	21.343	1	4.2778e-101	8.5556e-101	2.6848e-98	True
PPP1R13L_+_45908182.23-P1|PPP1R13L_-_45908257.23-P1	PPP1R13L	9.401/0/0	191.04/136.83/415.48	0.78221	191.04	6.7516	44.19	80.339	21.226	1	5.1305e-100	1.0261e-99	3.1733e-97	True
KIAA0100_+_26972106.23-P1P2|KIAA0100_+_26971983.23-P1P2	KIAA0100	1059.5/546.76/495.35	5552.5/2395.1/11881	546.76	5552.5	3.3418	1.3277e+05	56157	21.124	1	2.4302e-99	4.8605e-99	1.4817e-96	True
SURF6_+_136202983.23-P1P2|SURF6_-_136202973.23-P1P2	SURF6	1.8802/343.39/16.33	877.93/1101.8/662.93	16.33	877.93	5.6644	53588	1677.3	21.038	1	2.2472e-98	4.4945e-98	1.3508e-95	True
POLD1_-_50887659.23-P1P2|POLD1_-_50887603.23-P1P2	POLD1	1.8802/1.5644/2.1774	233.84/503.29/293.61	1.8802	293.61	6.6765	0.094018	193.11	20.993	1	6.853e-98	1.3706e-97	4.0621e-95	True
CCDC86_-_60609589.23-P1P2|CCDC86_-_60609614.23-P1P2	CCDC86	103.41/0.78221/3.2661	386.25/226.06/724.79	3.2661	386.25	6.5042	5017.6	335.45	20.91	1	3.7728e-97	7.5457e-97	2.2057e-94	True
TRA2B_+_185655778.23-P1P2|TRA2B_+_185655783.23-P1P2	TRA2B	780.28/982.45/715.27	5782.2/6829.5/6661.6	780.28	6661.6	3.0922	22549	80141	20.775	1	3.6327e-96	7.2655e-96	2.0951e-93	True
ALAS1_+_52232365.23-P1P2|ALAS1_-_52232170.23-P1P2	ALAS1	78.968/60.23/6.5321	1870.7/1689.5/1444	60.23	1689.5	4.7871	1617.3	6186.1	20.715	1	1.6226e-95	3.2451e-95	9.233e-93	True
IER3IP1_+_44702468.23-P1P2|IER3IP1_+_44702730.23-P1P2	IER3IP1	135.37/7.8221/3.2661	884.19/164.19/593.68	7.8221	593.68	6.0749	8145.2	803.39	20.67	1	5.3496e-95	1.0699e-94	3.0041e-92	True
ANO8_-_17445166.23-P1P2|ANO8_-_17445502.23-P1P2	ANO8	35.724/106.38/20.685	1242.3/1587.2/1266.8	35.724	1266.8	5.1094	2609.2	3669.1	20.323	1	5.548e-92	1.1096e-91	3.075e-89	True
UNC50_-_99225118.23-P1P2|UNC50_-_99225100.23-P1P2	UNC50	0/0/7.6208	5.2195/310.54/182.81	0.78221	182.81	6.6884	29.039	80.339	20.309	1	1.0063e-91	2.0126e-91	5.4363e-89	True
ZDHHC17_-_77158277.23-P1P2|ZDHHC17_+_77158099.23-P1P2	ZDHHC17	955.14/644.54/610.75	5867.8/7018.6/5805.7	644.54	5867.8	3.1845	48808	66199	20.301	1	6.3426e-92	1.2685e-91	3.4704e-89	True
NPRL3_-_188187.23-P1P2|NPRL3_+_188635.23-P1P2	NPRL3	252.89/163.48/141.53	1356/2788.9/3511.3	163.48	2788.9	4.0842	4237.6	16791	20.261	1	1.5834e-91	3.1669e-91	8.4473e-89	True
RIOK2_+_96518912.23-P1P2|RIOK2_+_96518907.23-P1P2	RIOK2	101.53/2.3466/3.2661	1631.6/370.03/15.696	3.2661	370.03	6.4425	4828.4	335.45	20.025	1	2.9285e-89	5.857e-89	1.543e-86	True
BRI3_+_97911337.23-P1P2|BRI3_+_97911238.23-P1P2	BRI3	174.86/341.04/461.6	2740.3/7414.8/4070.8	341.04	4070.8	3.5734	21076	35028	19.929	1	1.1889e-88	2.3779e-88	6.188e-86	True
ZSCAN2_-_85144379.23-P1P2|ZSCAN2_+_85144488.23-P1P2	ZSCAN2	0/264.39/3.2661	367.46/183.23/557.67	3.2661	367.46	6.4324	34097	335.45	19.884	1	4.8604e-88	9.7207e-88	2.4992e-85	True
CROT_-_86975012.23-P1P2|CROT_+_86974994.23-P1P2	CROT	281.09/910.49/32.661	1858.2/3612.2/3756.9	281.09	3612.2	3.6791	2.2893e+05	28870	19.605	1	7.3551e-86	1.471e-85	3.7369e-83	True
VMP1_-_57785061.23-P1P2|VMP1_-_57785088.23-P1P2	VMP1	0/6.2577/241.69	503.16/629.4/257.6	6.2577	503.16	6.1182	27734	642.71	19.601	1	1.2812e-85	2.5624e-85	6.4328e-83	True
RPS19BP1_-_39928789.23-P1P2|RPS19BP1_-_39928369.23-P1P2	RPS19BP1	399.54/5.4754/2.1774	493.77/469.97/142.19	5.4754	469.97	6.1845	77650	562.37	19.587	1	1.6843e-85	3.3687e-85	8.3586e-83	True
PLEKHJ1_-_2236272.23-P1P2|PLEKHJ1_+_2237652.23-P1P2	PLEKHJ1	197.42/0/5.4434	466.63/647.25/220.67	5.4434	466.63	6.1814	18443	559.08	19.505	1	8.4998e-85	1.7e-84	4.1696e-82	True
PSMC5_-_61904879.23-P1P2|PSMC5_-_61904830.23-P1P2	PSMC5	0/0.78221/0	1.0439/174.9/410.87	0.78221	174.9	6.625	0.30592	80.339	19.426	1	4.3535e-84	8.707e-84	2.1114e-81	True
KIAA1432_+_5629133.23-P1P2|KIAA1432_+_5629114.23-P1P2	KIAA1432	397.66/391.89/494.27	3128.6/4474.8/4302.6	397.66	4302.6	3.4323	4682.7	40843	19.322	1	1.798e-83	3.5961e-83	8.6221e-81	True
ZNF703_+_37553675.23-P1P2|ZNF703_-_37553300.23-P1P2	ZNF703	3.7604/205.72/7.6208	602.34/437.85/541.05	7.6208	541.05	5.9745	19629	782.72	19.067	1	3.9268e-81	7.8535e-81	1.8621e-78	True
MRPS9_-_105654578.23-P1P2|MRPS9_-_105654556.23-P1P2	MRPS9	10.341/121.24/3.2661	630.52/660.34/223.44	10.341	630.52	5.7992	6174.5	1062.1	19.03	1	7.747e-81	1.5494e-80	3.5938e-78	True
OTUB2_+_94492768.23-P1P2|OTUB2_-_94492797.23-P1P2	OTUB2	4.7005/609.34/32.661	1076.3/1532.5/1134.7	32.661	1134.7	5.0764	1.6667e+05	3354.5	19.028	1	6.9868e-81	1.3974e-80	3.2767e-78	True
PSPH_-_56101635.23-P1|PSPH_+_56101777.23-P1	PSPH	23.503/4.6932/2.1774	418.61/235.58/919.61	4.6932	418.61	6.2036	180.06	482.03	18.853	1	2.3903e-79	4.7807e-79	1.0969e-76	True
STT3B_+_31574870.23-P1P2|STT3B_-_31574493.23-P1P2	STT3B	113.75/14.08/7.6208	730.74/1419.4/710.94	14.08	730.74	5.6006	4988.2	1446.1	18.846	1	2.4727e-79	4.9454e-79	1.1227e-76	True
CUL2_+_35379233.23-P1P2|CUL2_+_35379513.23-P1P2	CUL2	165.46/455.24/175.28	2691.2/3132.7/2354.4	175.28	2691.2	3.9329	39239	18002	18.751	1	1.0457e-78	2.0915e-78	4.6978e-76	True
UBR4_-_19536410.23-P1P2|UBR4_-_19536774.23-P1P2	UBR4	6.5807/0/0	168.07/0/201.28	0.78221	168.07	6.5678	21.653	80.339	18.664	1	9.1194e-78	1.8239e-77	4.0541e-75	True
AP1M1_+_16308778.23-P1P2|AP1M1_-_16308748.23-P1P2	AP1M1	628.93/242.48/310.28	3631.8/2947.1/4319.2	310.28	3631.8	3.5448	53067	31868	18.606	1	1.4944e-77	2.9888e-77	6.5751e-75	True
AGPAT4_+_161694832.23-P1P2|AGPAT4_-_161695108.23-P1P2	AGPAT4	325.28/39.893/404.99	3313.4/5496.9/3725.5	325.28	3725.5	3.5137	43899	33408	18.603	1	1.5793e-77	3.1585e-77	6.8776e-75	True
PPP1R11_-_30035028.23-P1P2|PPP1R11_-_30035402.23-P1P2	PPP1R11	7.5208/1.5644/1.0887	131.53/236.77/337	1.5644	236.77	6.5348	17.852	160.68	18.555	1	6.7136e-77	1.3427e-76	2.8942e-74	True
DCAF16_+_17812328.23-P1P2|DCAF16_-_17812025.23-P1P2	DCAF16	2.8203/7.8221/0	110.65/659.15/318.54	2.8203	318.54	6.3862	16.486	289.67	18.55	1	7.1734e-77	1.4347e-76	3.0615e-74	True
STAB1_+_52529438.23-P1P2|STAB1_+_52529356.23-P1P2	STAB1	0.9401/4.6932/1.0887	11.483/278.41/193.89	1.0887	193.89	6.5439	6.5074	111.82	18.233	1	2.6007e-74	5.2014e-74	1.0989e-71	True
OSGEP_-_20922986.23-P1P2|OSGEP_-_20922972.23-P1P2	OSGEP	386.38/22.684/46.814	2507.5/1104.1/1297.2	46.814	1297.2	4.763	57944	4808.1	18.033	1	7.1483e-73	1.4297e-72	2.9909e-70	True
STX18_+_4543702.23-P1P2|STX18_+_4543725.23-P1P2	STX18	68.627/0.78221/4.3548	236.97/734.11/383.17	4.3548	383.17	6.1648	2071.9	447.27	17.912	1	8.1797e-72	1.6359e-71	3.3893e-69	True
SLC2A8_-_130159530.23-P1P2|SLC2A8_+_130159972.23-P1P2	SLC2A8	244.43/19.555/16.33	814.25/567.53/861.44	19.555	814.25	5.3097	25289	2008.5	17.732	1	1.7629e-70	3.5257e-70	7.2342e-68	True
PSMD11_-_30771536.23-P1P2|PSMD11_-_30771547.23-P1P2	PSMD11	91.19/0.78221/0	158.67/2.3796/224.36	0.78221	158.67	6.4853	4087.1	80.339	17.616	1	1.7482e-69	3.4963e-69	7.1055e-67	True
ZNF729_+_22469240.23-P1P2|ZNF729_+_22469290.23-P1P2	ZNF729	6.5807/5.4754/4.3548	421.74/529.46/154.19	5.4754	421.74	6.0286	1.2388	562.37	17.553	1	4.751e-69	9.502e-69	1.9129e-66	True
UQCRQ_-_132202364.23-P1P2|UQCRQ_+_132202565.23-P1P2	UQCRQ	0.9401/0/1.0887	3.1317/190.37/171.73	0.9401	171.73	6.4763	0.45293	96.556	17.381	1	1.0621e-67	2.1242e-67	4.2363e-65	True
RPLP0_-_120638895.23-P1P2|RPLP0_-_120638701.23-P1P2	RPLP0	153.24/0/0	155.54/165.38/95.1	0.78221	155.54	6.4567	11741	80.339	17.266	1	7.9021e-67	1.5804e-66	3.1227e-64	True
MRPL34_-_17416686.23-P1P2|MRPL34_+_17416659.23-P1P2	MRPL34	3.7604/0.78221/0	203.56/154.67/8.3097	0.78221	154.67	6.4487	4.7408	80.339	17.169	1	4.2133e-66	8.4266e-66	1.6497e-63	True
ATF4_-_39916548.23-P1P2|ATF4_-_39917038.23-P1P2	ATF4	546.2/237.01/390.84	3250.7/4729.5/3811.4	390.84	3811.4	3.2824	23900	40142	17.072	1	1.2229e-65	2.4458e-65	4.7447e-63	True
ARMC7_+_73106080.23-P1P2|ARMC7_-_73106057.23-P1P2	ARMC7	2792.1/2162/1694	9567.4/11008/10177	2162	10177	2.2343	3.0802e+05	2.2206e+05	17.008	1	3.5912e-65	7.1824e-65	1.3808e-62	True
THOC1_-_268006.23-P1P2|THOC1_-_268026.23-P1P2	THOC1	0.9401/0/130.64	4.1756/220.11/167.12	0.9401	167.12	6.4372	8411.8	96.556	16.912	1	3.4393e-64	6.8787e-64	1.3106e-61	True
NOC3L_-_96122495.23-P1P2|NOC3L_+_96122658.23-P1P2	NOC3L	139.13/9.3865/8.7095	533.44/158.24/902.06	9.3865	533.44	5.6852	8417.6	964.06	16.878	1	5.2797e-64	1.0559e-63	1.994e-61	True
LIG3_-_33308013.23-P1P2|LIG3_-_33307576.23-P1P2	LIG3	176.74/4.6932/1.0887	687.94/230.82/374.86	4.6932	374.86	6.0448	14806	482.03	16.86	1	7.5706e-64	1.5141e-63	2.8342e-61	True
